ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3479397,HK551539,2004-08-11 11:00:00,014XX S CHRISTIANA AVE,0810,THEFT,OVER $500,STREET,3767,False,False,1021,10,24,29,06,1154306,1892825,2004,2014-04-12 12:43:35,41.861736212,-87.709047718,"(41.861736212, -87.709047718)"
6571624,HP644036,2008-10-23 18:10:00,003XX S PLYMOUTH CT,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,3266,False,False,123,1,2,32,03,1176091,1898936,2008,2008-06-11 15:42:26,41.878042652,-87.628895109,"(41.878042652, -87.628895109)"
3425217,HK489162,2004-07-11 19:46:59,060XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1195,False,True,311,3,20,40,08B,1178229,1865098,2004,ERROR,41.785140156,-87.62207368,"(41.785140156, -87.62207368)"
9297900,HW443063,2013-09-08 14:30:00,073XX S MICHIGAN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,3308,False,False,323,3,6,69,03,1178393,1856302,2013,2013-02-10 11:54:38,41.760999284,-87.621739229,"(41.760999284, -87.621739229)"
5343960,HM744635,2006-11-28 07:45:00,042XX S CALUMET AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,2763,True,False,214,2,3,38,16,1179097,1876982,2006,ERROR,41.81773117,-87.61852889,"(41.81773117, -87.61852889)"
7231348,HR644530,2009-11-15 13:15:00,048XX N KENMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2613,True,True,2024,20,46,3,08B,1168339,1932383,2009,ERROR,41.969994063,-87.656388912,"(41.969994063, -87.656388912)"
8276922,HT511056,2011-09-23 18:15:00,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,3184,True,False,833,8,13,65,06,1145766,1853738,2011,ERROR,41.75464162,-87.741385158,"(41.75464162, -87.741385158)"
7096630,HR505081,2009-08-26 18:00:00,081XX S PAULINA ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,2842,False,False,614,6,18,71,08B,1166381,1850921,2009,ERROR,41.746497306,-87.66591694,"(41.746497306, -87.66591694)"
3509426,HK586658,2004-08-28 00:00:00,083XX S KINGSTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,606,False,False,423,4,7,46,07,1194581,1850155,2004,ERROR,41.743748652,-87.562611996,"(41.743748652, -87.562611996)"
9478072,HX130921,2014-01-21 17:00:00,068XX S WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,1761,False,True,726,7,17,67,26,1164830,1859219,2014,ERROR,41.769301059,-87.671366222,"(41.769301059, -87.671366222)"
9320325,HW464485,2013-09-23 21:30:00,016XX E 77TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,1715,False,True,414,4,8,43,14,1188749,1854298,2013,ERROR,41.755258781,-87.583848327,"(41.755258781, -87.583848327)"
8528788,HV205948,2012-03-20 09:50:00,111XX S EWING AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,1676,False,False,433,4,10,52,14,1202171,1831712,2012,ERROR,41.692949738,-87.535428598,"(41.692949738, -87.535428598)"
4290691,HL605721,2005-09-11 14:00:00,001XX N DEARBORN ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2621,False,False,122,1,42,32,06,1175948,1901601,2005,2014-04-12 12:43:35,41.885358785,-87.629339896,"(41.885358785, -87.629339896)"
9191309,HW336113,2013-06-25 11:28:00,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,3808,True,False,1433,14,1,24,06,1165434,1909298,2013,ERROR,41.906710108,-87.66772974,"(41.906710108, -87.66772974)"
6943981,HR348351,2009-05-29 22:00:00,057XX N MC VICKER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1332,False,False,1622,16,45,10,14,1134948,1938056,2009,ERROR,41.986219618,-87.779035389,"(41.986219618, -87.779035389)"
1432501,G153916,2001-03-18 01:15:59,023XX N HAMLIN AV,0460,BATTERY,SIMPLE,RESIDENCE,2320,True,False,2525,NA,NA,NA,08B,1150616,1915362,2001,ERROR,41.923652901,-87.722003735,"(41.923652901, -87.722003735)"
8288964,HT523191,2011-10-01 16:10:00,021XX E 70TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4671,True,False,331,3,5,43,18,1191556,1859009,2011,2011-01-10 19:38:17,41.768118581,-87.573409074,"(41.768118581, -87.573409074)"
7910721,HT140388,2011-01-28 23:30:00,029XX W ADAMS ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,4639,False,False,1124,11,2,27,04A,1156613,1898917,2011,ERROR,41.878406942,-87.700414194,"(41.878406942, -87.700414194)"
2089112,HH309698,2002-04-15 20:15:00,010XX N LAWLER AV,2027,NARCOTICS,POSS: CRACK,SIDEWALK,1200,True,False,1531,NA,NA,NA,18,1142456,1906817,2002,ERROR,41.900360209,-87.752199731,"(41.900360209, -87.752199731)"
9419206,HW562896,2013-12-08 01:39:00,011XX S CANAL ST,0810,THEFT,OVER $500,RESTAURANT,4414,False,False,124,1,2,28,06,1173358,1895046,2013,ERROR,41.867429345,-87.639045471,"(41.867429345, -87.639045471)"
8846059,HV519322,2012-10-14 20:00:00,018XX W 103RD ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,4604,False,False,2213,22,19,72,05,1165953,1836420,2012,ERROR,41.70671343,-87.667895994,"(41.70671343, -87.667895994)"
6454875,HP535283,2008-08-26 03:22:00,019XX W 19TH ST,0560,ASSAULT,SIMPLE,APARTMENT,1503,False,False,1223,12,25,31,08A,1163581,1890708,2008,ERROR,41.855736847,-87.675060338,"(41.855736847, -87.675060338)"
8223778,HT457480,2011-08-20 15:15:00,007XX E 43RD ST,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,4240,False,False,213,2,4,38,08A,1182085,1876707,2011,ERROR,41.816907818,-87.607576648,"(41.816907818, -87.607576648)"
1622655,G400595,2001-07-09 14:55:00,035XX N HERMITAGE AV,0560,ASSAULT,SIMPLE,ALLEY,2256,False,False,1923,NA,NA,NA,08A,1164066,1923605,2001,ERROR,41.945998404,-87.672349817,"(41.945998404, -87.672349817)"
7843346,HS655355,2010-12-10 22:15:00,028XX S SPAULDING AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,2971,True,False,1032,10,22,30,15,1154782,1885145,2010,ERROR,41.840651893,-87.707505856,"(41.840651893, -87.707505856)"
6043466,HP146623,2008-01-28 00:00:07,091XX S STONY ISLAND AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,3209,False,False,413,4,8,48,03,1188345,1844791,2008,2008-08-02 08:13:34,41.729180293,-87.585631578,"(41.729180293, -87.585631578)"
9633417,HX284237,2014-05-31 15:00:00,083XX S INGLESIDE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,380,False,False,632,6,8,44,06,1183965,1849926,2014,2014-07-06 12:40:43,41.743374586,-87.601516477,"(41.743374586, -87.601516477)"
9050651,HW196019,2013-03-16 14:30:00,037XX N SEMINARY AVE,0810,THEFT,OVER $500,OTHER,3835,False,False,1923,19,44,6,06,1168275,1925255,2013,ERROR,41.950435964,-87.656831163,"(41.950435964, -87.656831163)"
1724326,G530529,2001-08-24 09:00:00,068XX N FRANCISCO AV,0810,THEFT,OVER $500,CONSTRUCTION SITE,4601,False,False,2411,NA,NA,NA,06,1155826,1945498,2001,2014-04-12 12:43:35,42.006244328,-87.70204429,"(42.006244328, -87.70204429)"
7313924,HS117962,2009-11-23 09:18:00,001XX W JACKSON BLVD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,2873,True,False,112,1,2,32,11,1175229,1898922,2009,2011-03-01 19:34:38,41.878023606,-87.632060555,"(41.878023606, -87.632060555)"
8348182,HT581427,2011-11-08 17:45:00,049XX S WABASH AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",404,True,False,231,2,3,38,06,1177513,1872176,2011,2011-09-11 12:54:43,41.804579093,-87.624484847,"(41.804579093, -87.624484847)"
8457513,HV134404,2012-01-27 10:40:00,095XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4775,False,False,511,5,21,49,07,1177575,1841925,2012,ERROR,41.721565569,-87.625170844,"(41.721565569, -87.625170844)"
3991779,HL277064,2005-04-05 22:00:00,004XX S CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,4442,True,False,1533,15,24,25,16,1144422,1897554,2005,ERROR,41.874904679,-87.745211632,"(41.874904679, -87.745211632)"
8231576,HT460583,2011-08-03 11:00:00,025XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,2479,False,False,825,8,15,66,26,1160154,1862826,2011,ERROR,41.779296661,-87.688407212,"(41.779296661, -87.688407212)"
4496745,HL799743,2005-12-20 09:05:00,073XX S SACRAMENTO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,4808,False,False,835,8,18,66,05,1157607,1855700,2005,ERROR,41.75979389,-87.697937855,"(41.75979389, -87.697937855)"
5033246,HM641247,2006-10-04 20:00:00,080XX S LAFLIN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,4181,False,False,612,6,21,71,05,1167772,1851438,2006,ERROR,41.747886306,-87.660805171,"(41.747886306, -87.660805171)"
5208608,HM778355,2006-12-16 19:10:00,068XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TAVERN/LIQUOR STORE,3007,True,False,723,7,6,68,15,1172116,1859172,2006,2007-01-01 07:32:02,41.7690151,-87.644660529,"(41.7690151, -87.644660529)"
2528826,HJ107508,2003-01-04 22:02:46,030XX W 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,4398,False,False,912,NA,14,58,14,1157054,1873373,2003,ERROR,41.808302333,-87.699487137,"(41.808302333, -87.699487137)"
1613083,G380569,2001-06-30 03:34:50,010XX E 133 ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,4421,True,False,533,NA,NA,NA,08A,1185848,1817236,2001,ERROR,41.653625,-87.595643042,"(41.653625, -87.595643042)"
5350380,HN205637,2007-03-03 10:00:00,032XX W 63RD ST,0460,BATTERY,SIMPLE,APARTMENT,1902,False,False,823,8,15,66,08B,1155671,1862624,2007,2007-08-03 21:51:06,41.77883343,-87.704847919,"(41.77883343, -87.704847919)"
5570467,HN377874,2007-04-02 12:00:00,064XX S LANGLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,4605,False,True,312,3,20,42,26,1181963,1862332,2007,ERROR,41.777464417,-87.608468819,"(41.777464417, -87.608468819)"
3864729,HL237399,2005-03-16 10:00:00,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,3954,True,False,921,9,11,61,06,1171713,1873921,2005,ERROR,41.809496845,-87.645705337,"(41.809496845, -87.645705337)"
4208971,HL527767,2005-07-04 22:30:00,056XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1863,False,True,233,2,20,40,08B,1178081,1867582,2005,ERROR,41.791959854,-87.622541015,"(41.791959854, -87.622541015)"
4616724,HM210940,2006-03-03 10:26:14,0000X W RANDOLPH ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,1416,True,False,122,1,42,32,26,1175995,1901321,2006,2006-07-03 03:46:57,41.884589391,-87.629175742,"(41.884589391, -87.629175742)"
9574311,HX225021,2014-04-15 20:00:00,088XX S LOOMIS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4758,False,False,2222,22,21,71,07,1168581,1846266,2014,2014-06-05 00:39:53,41.733676216,-87.657989464,"(41.733676216, -87.657989464)"
3138687,HK129812,2004-01-16 21:30:00,115XX S YALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4990,False,True,522,5,34,53,08B,1176719,1828319,2004,ERROR,41.684248043,-87.628713951,"(41.684248043, -87.628713951)"
8344443,HT528932,2011-10-05 05:00:00,052XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,2954,False,False,1634,16,38,15,14,1140574,1921391,2011,2011-08-11 10:43:52,41.940387619,-87.758753823,"(41.940387619, -87.758753823)"
1796827,G622864,2001-10-15 20:30:00,030XX S GRATTEN AV,0810,THEFT,OVER $500,OTHER,2409,False,False,923,NA,NA,NA,06,1169291,1884678,2001,2014-04-12 12:43:35,41.839067958,-87.654276965,"(41.839067958, -87.654276965)"
6321465,HP407211,2008-06-21 01:00:00,013XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1039,False,False,1022,10,24,29,08B,1155195,1893805,2008,ERROR,41.864407654,-87.705758038,"(41.864407654, -87.705758038)"
4048269,HL397796,2005-06-04 01:00:00,106XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,1253,False,True,2233,22,34,73,08B,1172820,1834491,2005,ERROR,41.701271596,-87.642805861,"(41.701271596, -87.642805861)"
3192419,HK199140,2004-02-23 08:15:00,068XX S STEWART AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",2632,True,False,722,7,6,68,08B,1174671,1859859,2004,ERROR,41.770843786,-87.635274724,"(41.770843786, -87.635274724)"
2000440,HH198576,2002-02-20 16:32:03,064XX W DIVERSEY AV,0620,BURGLARY,UNLAWFUL ENTRY,APPLIANCE STORE,4375,False,False,2512,NA,NA,NA,05,NA,NA,2002,ERROR,NA,NA,
9584763,HX234897,2014-04-23 21:50:00,026XX N RUTHERFORD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1333,False,False,2512,25,36,18,08B,1130931,1916809,2014,ERROR,41.927985963,-87.794301643,"(41.927985963, -87.794301643)"
6633395,HP703001,2008-11-26 10:25:55,001XX N STATE ST,0850,THEFT,ATTEMPT THEFT,SIDEWALK,1180,True,False,122,1,42,32,06,1176393,1900887,2008,2008-01-12 07:38:55,41.8833895,-87.627727352,"(41.8833895, -87.627727352)"
10025851,HY215334,2015-04-09 08:09:00,037XX N KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4106,True,True,1731,17,38,15,08B,1144437,1924607,2015,ERROR,41.949140682,-87.744474617,"(41.949140682, -87.744474617)"
4257303,HL576564,2005-08-28 00:01:00,018XX N KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1447,False,False,2534,25,30,20,14,1148380,1912201,2005,ERROR,41.915022267,-87.730301385,"(41.915022267, -87.730301385)"
5994905,HP103223,2008-01-02 20:45:00,029XX W WARREN BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,2969,True,False,1331,12,2,27,18,1156699,1900170,2008,2008-03-01 08:43:16,41.881843556,-87.700064472,"(41.881843556, -87.700064472)"
6422343,HP506170,2008-08-05 23:00:00,008XX E 101ST ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,111,False,False,511,5,8,50,06,1183373,1838023,2008,2008-11-08 08:34:38,41.710725164,-87.604055073,"(41.710725164, -87.604055073)"
20991,HW370238,2013-07-19 21:43:00,038XX W HIRSCH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,3308,False,False,2535,25,30,23,01A,1150202,1908997,2013,2013-03-10 07:24:17,41.906194835,-87.723691183,"(41.906194835, -87.723691183)"
6084521,HP178194,2008-02-16 03:00:00,066XX S ASHLAND AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,3004,False,False,725,7,17,67,03,1166856,1860593,2008,ERROR,41.773028465,-87.663900629,"(41.773028465, -87.663900629)"
