timeStamp,demand,precip,temp
2012-01-15 18:00:00,6436.0,0.0,22.57
2012-01-15 19:00:00,6348.4,0.0,21.47
2012-01-15 20:00:00,6254.4,0.0,20.57
2012-01-15 21:00:00,6104.9,0.0,20.14
2012-01-15 22:00:00,5889.9,0.0,17.68
2012-01-15 23:00:00,5577.7,0.0,18.4
2012-01-16 00:00:00,5265.8,0.0,17.4
2012-01-16 01:00:00,5033.2,0.0,16.5
2012-01-16 02:00:00,4872.1,0.0,16.41
2012-01-16 03:00:00,4797.6,0.0,16.31
2012-01-16 04:00:00,4813.9,0.0,17.46
2012-01-16 05:00:00,4972.5,0.0,16.22
2012-01-16 06:00:00,5304.4,0.0,16.29
2012-01-16 07:00:00,5640.1,0.0,16.49
2012-01-16 08:00:00,5976.8,0.0,17.35
2012-01-16 09:00:00,6289.5,0.0,18.84
2012-01-16 10:00:00,6488.9,0.0,23.06
2012-01-16 11:00:00,6560.3,0.0,23.85
2012-01-16 12:00:00,6555.7,0.0,27.36
2012-01-16 13:00:00,6518.7,0.0,29.63
2012-01-16 14:00:00,6491.3,0.0,31.9
2012-01-16 15:00:00,6483.3,0.0,33.66
2012-01-16 16:00:00,6590.4,0.0,31.99
2012-01-16 17:00:00,6889.1,0.0,34.26
2012-01-16 18:00:00,6823.8,0.0,34.07
2012-01-16 19:00:00,6655.4,0.0,35.53
2012-01-16 20:00:00,6442.4,0.0,35.74
2012-01-16 21:00:00,6193.5,0.0011,36.07
2012-01-16 22:00:00,5855.9,0.0,39.48
2012-01-16 23:00:00,5405.0,0.0159,36.07
2012-01-17 00:00:00,5013.7,0.0189,36.08
2012-01-17 01:00:00,4773.5,0.011,36.89
2012-01-17 02:00:00,4612.7,0.02,36.24
2012-01-17 03:00:00,4549.7,0.0,36.98
2012-01-17 04:00:00,4581.1,0.0,37.07
2012-01-17 05:00:00,4838.6,0.0011,37.07
2012-01-17 06:00:00,5418.0,0.0089,37.4
2012-01-17 07:00:00,5994.5,0.0,38.14
2012-01-17 08:00:00,6289.9,0.0,38.14
2012-01-17 09:00:00,6516.6,0.0,39.24
2012-01-17 10:00:00,6647.6,0.0,43.18
2012-01-17 11:00:00,6726.8,0.0,41.24
2012-01-17 12:00:00,6761.3,0.0259,41.07
2012-01-17 13:00:00,6799.8,0.0261,42.6
2012-01-17 14:00:00,6827.1,0.0041,42.66
2012-01-17 15:00:00,6826.7,0.0141,42.93
2012-01-17 16:00:00,6876.0,0.0089,44.13
2012-01-17 17:00:00,7038.0,0.0,45.57
2012-01-17 18:00:00,6852.4,0.0,46.09
2012-01-17 19:00:00,6640.4,0.0,46.58
2012-01-17 20:00:00,6394.2,0.0,47.97
2012-01-17 21:00:00,6128.1,0.0,49.1
2012-01-17 22:00:00,5735.2,0.0,48.04
2012-01-17 23:00:00,5254.6,0.0,51.2
2012-01-18 00:00:00,4826.0,0.0,51.81
2012-01-18 01:00:00,4556.8,0.0,52.36
2012-01-18 02:00:00,4410.0,0.0,53.81
2012-01-18 03:00:00,4351.7,0.0,50.14
2012-01-18 04:00:00,4388.1,0.0,47.89
2012-01-18 05:00:00,4667.5,0.0,45.04
2012-01-18 06:00:00,5279.4,0.0,42.92
2012-01-18 07:00:00,5890.5,0.0,40.17
2012-01-18 08:00:00,6239.0,0.0,39.16
2012-01-18 09:00:00,6458.3,0.0,38.59
2012-01-18 10:00:00,6559.6,0.0,41.97
2012-01-18 11:00:00,6596.9,0.0,38.1
2012-01-18 12:00:00,6614.4,0.0,37.43
2012-01-18 13:00:00,6618.0,0.0,37.1
2012-01-18 14:00:00,6615.8,0.0,36.61
2012-01-18 15:00:00,6661.0,0.0,34.71
2012-01-18 16:00:00,6830.7,0.0,35.99
2012-01-18 17:00:00,7114.6,0.0,32.17
2012-01-18 18:00:00,7027.1,0.0,30.4
2012-01-18 19:00:00,6845.0,0.0,29.23
2012-01-18 20:00:00,6605.6,0.0,28.14
2012-01-18 21:00:00,6357.2,0.0,27.31
2012-01-18 22:00:00,6007.0,0.0,27.86
2012-01-18 23:00:00,5525.9,0.0,25.14
2012-01-19 00:00:00,5115.3,0.0,24.31
2012-01-19 01:00:00,4878.3,0.0,23.41
2012-01-19 02:00:00,4739.2,0.0,23.07
2012-01-19 03:00:00,4681.7,0.0,22.17
2012-01-19 04:00:00,4727.4,0.0,24.89
2012-01-19 05:00:00,4988.8,0.0,21.17
2012-01-19 06:00:00,5572.9,0.0,20.46
2012-01-19 07:00:00,6167.5,0.0,20.24
2012-01-19 08:00:00,6501.0,0.0,21.28
2012-01-19 09:00:00,6723.2,0.0,23.17
2012-01-19 10:00:00,6812.9,0.0,28.7
2012-01-19 11:00:00,6817.6,0.0,27.67
2012-01-19 12:00:00,6816.6,0.0,29.1
2012-01-19 13:00:00,6811.4,0.0,31.25
2012-01-19 14:00:00,6786.9,0.0,31.35
2012-01-19 15:00:00,6831.1,0.0,32.0
2012-01-19 16:00:00,6990.0,0.0,32.45
2012-01-19 17:00:00,7190.0,0.0,33.12
2012-01-19 18:00:00,6976.2,0.0,34.96
2012-01-19 19:00:00,6786.3,0.0,36.03
2012-01-19 20:00:00,6545.0,0.0,37.01
2012-01-19 21:00:00,6276.0,0.0,36.23
2012-01-19 22:00:00,5912.5,0.0,36.62
2012-01-19 23:00:00,5452.4,0.0,36.72
2012-01-20 00:00:00,5040.4,0.0,36.31
2012-01-20 01:00:00,4772.0,0.0,36.14
2012-01-20 02:00:00,4624.4,0.0,35.98
2012-01-20 03:00:00,4561.3,0.0,35.14
2012-01-20 04:00:00,4600.1,0.0,34.05
2012-01-20 05:00:00,4878.3,0.0,33.31
2012-01-20 06:00:00,5461.3,0.0,31.48
2012-01-20 07:00:00,6067.4,0.0,29.65
2012-01-20 08:00:00,6425.4,0.0,26.41
2012-01-20 09:00:00,6693.7,0.0,24.49
2012-01-20 10:00:00,6785.2,0.0,31.0
2012-01-20 11:00:00,6821.0,0.0,26.42
2012-01-20 12:00:00,6813.4,0.0,27.42
2012-01-20 13:00:00,6797.3,0.0,29.09
2012-01-20 14:00:00,6763.7,0.0,29.54
2012-01-20 15:00:00,6771.8,0.0,30.29
2012-01-20 16:00:00,6868.8,0.0,30.26
2012-01-20 17:00:00,7110.5,0.0,30.1
2012-01-20 18:00:00,6968.8,0.0,29.26
2012-01-20 19:00:00,6732.7,0.0,28.59
2012-01-20 20:00:00,6502.9,0.0,28.34
2012-01-20 21:00:00,6250.7,0.0,28.16
2012-01-20 22:00:00,5967.5,0.0,28.74
2012-01-20 23:00:00,5589.3,0.0,28.16
2012-01-21 00:00:00,5230.5,0.0,28.2
2012-01-21 01:00:00,4957.4,0.0,28.1
2012-01-21 02:00:00,4788.1,0.0,28.1
2012-01-21 03:00:00,4722.4,0.0,26.64
2012-01-21 04:00:00,4708.8,0.01,24.92
2012-01-21 05:00:00,4791.7,0.0369,24.01
2012-01-21 06:00:00,4973.8,0.028,23.92
2012-01-21 07:00:00,5208.7,0.0131,24.33
2012-01-21 08:00:00,5531.4,0.0201,23.58
2012-01-21 09:00:00,5853.8,0.043,23.25
2012-01-21 10:00:00,6129.4,0.026,24.47
2012-01-21 11:00:00,6273.0,0.0306,24.98
2012-01-21 12:00:00,6332.4,0.0525,25.84
2012-01-21 13:00:00,6307.9,0.0217,25.61
2012-01-21 14:00:00,6288.9,0.0,26.28
2012-01-21 15:00:00,6277.7,0.0,26.68
2012-01-21 16:00:00,6335.0,0.0,30.26
2012-01-21 17:00:00,6531.6,0.0,26.98
2012-01-21 18:00:00,6552.8,0.0,25.68
2012-01-21 19:00:00,6447.2,0.0,26.34
2012-01-21 20:00:00,6274.1,0.0,26.23
2012-01-21 21:00:00,6086.3,0.0,26.4
2012-01-21 22:00:00,5866.2,0.0,31.22
2012-01-21 23:00:00,5594.8,0.0,23.83
2012-01-22 00:00:00,5290.3,0.0,22.31
2012-01-22 01:00:00,5050.8,0.0,21.41
2012-01-22 02:00:00,4892.1,0.0,21.15
2012-01-22 03:00:00,4791.0,0.0,21.01
2012-01-22 04:00:00,4762.4,0.0,26.5
2012-01-22 05:00:00,4814.9,0.0,19.27
2012-01-22 06:00:00,4929.9,0.0,19.25
2012-01-22 07:00:00,5050.6,0.0,18.6
2012-01-22 08:00:00,5293.8,0.0,19.6
2012-01-22 09:00:00,5584.4,0.0,20.93
2012-01-22 10:00:00,5832.7,0.0,28.01
2012-01-22 11:00:00,5970.6,0.0,24.67
2012-01-22 12:00:00,6023.0,0.0,26.1
2012-01-22 13:00:00,6021.3,0.0,27.26
2012-01-22 14:00:00,6020.6,0.0,28.44
2012-01-22 15:00:00,6048.3,0.0,29.93
2012-01-22 16:00:00,6161.4,0.0,32.15
2012-01-22 17:00:00,6406.6,0.0,31.36
2012-01-22 18:00:00,6420.3,0.0,32.03
2012-01-22 19:00:00,6318.3,0.0,33.03
2012-01-22 20:00:00,6186.8,0.0,33.53
2012-01-22 21:00:00,6007.5,0.0,34.03
2012-01-22 22:00:00,5762.9,0.0,34.02
2012-01-22 23:00:00,5397.7,0.0,34.19
2012-01-23 00:00:00,5032.4,0.0,33.29
2012-01-23 01:00:00,4790.4,0.0,33.86
2012-01-23 02:00:00,4630.0,0.0,33.86
2012-01-23 03:00:00,4559.4,0.0,35.34
2012-01-23 04:00:00,4603.2,0.0,36.83
2012-01-23 05:00:00,4867.0,0.0,35.59
2012-01-23 06:00:00,5437.9,0.0,35.45
2012-01-23 07:00:00,6021.4,0.0,35.37
